scene,seq,N_req,N,n_vox,method,param,kept_frac,n_pred,n_ref,acc,comp,chamfer,precision@0.1,recall@0.1,f1@0.1,precision@0.2,recall@0.2,f1@0.2,precision@0.5,recall@0.5,f1@0.5,iou
apartment_2,seq_0005,4,4,22671,ror,0.3/32,0.7727934365488951,17520,37203,0.20420412014345785,0.24193013893719628,0.22306712954032706,0.4087328767123288,0.5395532618337231,0.4651194357579617,0.6243150684931507,0.7091363599709701,0.6640279588679029,0.9099315068493151,0.8693116146547322,0.8891578872883025,0.16809084349246137
apartment_2,seq_0005,4,4,22671,cluster,5,0.9966476997044683,22595,37203,0.29119086087611823,0.20930502946972657,0.25024794517292237,0.35357379951316664,0.5925597398059296,0.442883778948364,0.5392343438813897,0.7564981318710856,0.6296512303592658,0.8104890462491702,0.8964599629062172,0.8513095311452096,0.16175469312323704
apartment_2,seq_0005,4,4,22671,cluster,20,0.9910017202593622,22467,37203,0.2870390178456988,0.20938071351450877,0.24820986568010378,0.3555881960208305,0.5925597398059296,0.44446070270338567,0.5421284550674322,0.7564981318710856,0.6316198476415252,0.8135932701295233,0.8961374082735263,0.852872763754408,0.16242878072602962
apartment_2,seq_0005,4,4,22671,cluster,100,0.9855321776719157,22343,37203,0.2822042643273342,0.20957449040880138,0.2458893773680678,0.35751689567202255,0.5925328602532054,0.4459566616594403,0.5449581524414806,0.756202456791119,0.6334324768218198,0.817302958420982,0.8959223718517324,0.8548087540982185,0.16308718250465823
apartment_2,seq_0005,4,4,22671,cluster,500,0.9801949627277138,22222,37203,0.2786515861471971,0.20969973425749208,0.2441756602023446,0.35946359463594635,0.5925328602532054,0.44746803581602956,0.5478354783547835,0.756094938580222,0.6353339518413478,0.8206282062820628,0.8957342149826627,0.8565379351583,0.16373482113554316
apartment_2,seq_0005,4,4,22671,cluster,2000,0.9801949627277138,22222,37203,0.2786515861471971,0.20969973425749208,0.2441756602023446,0.35946359463594635,0.5925328602532054,0.44746803581602956,0.5478354783547835,0.756094938580222,0.6353339518413478,0.8206282062820628,0.8957342149826627,0.8565379351583,0.16373482113554316
apartment_2,seq_0005,4,4,22671,consensus,0.06,0.9985002867098937,22637,37203,0.2931149772549163,0.2091343318612045,0.25112465455806043,0.35309449131952114,0.5929898126495176,0.4426274389644492,0.5382338649114282,0.7574120366637099,0.6292842933834625,0.808941114105226,0.8964868424589415,0.8504669603053104,0.161534725594949
apartment_2,seq_0005,4,4,22671,consensus,0.05,0.963874553394204,21852,37203,0.29309587771732526,0.2096562154012301,0.2513760465592777,0.3557569101226432,0.5911888826169932,0.4442060607718589,0.5404082006223687,0.7572238797946402,0.6307026475741969,0.8089877356763683,0.8964599629062172,0.8504806287742082,0.16104162530606841
apartment_2,seq_0005,4,4,22671,consensus,0.04,0.6768117859820917,15344,37203,0.3362800885260753,0.2239268771200161,0.2801034828230457,0.29581595411887385,0.46996209983065884,0.36308767597635494,0.48136079249217933,0.7506115098244766,0.5865634325437811,0.7663581856100105,0.8961642878262506,0.8261937490775735,0.09644377949131085
apartment_2,seq_0005,4,4,22671,consensus,0.03,0.456001058621146,10338,37203,0.39833604028687786,0.24790749589223027,0.32312176808955406,0.2378603211452892,0.29134747197806626,0.2619009173714777,0.4088798607080673,0.6954277880816063,0.5149768136351704,0.7024569549235828,0.8935032121065506,0.7865453769548335,0.05504587155963303
apartment_2,seq_0005,4,4,22671,keyframe,0.3,1.0,22671,37203,0.293220513543423,0.20912362191934097,0.251172067731382,0.3526972784614706,0.5929898126495176,0.4423152119611968,0.537911869789599,0.7574120366637099,0.6290641635086819,0.808918883154691,0.8964868424589415,0.8504546741847357,0.16146978910596455
